title,ratings_count,rating_score,region,source,clarity_specifies_location,clarity_specifies_core_activity,clarity_indicates_activity_format,clarity_specifies_key_transport,clarity_indicates_day_trip_origin,value_highlights_access_benefit,value_specifies_guidance,value_specifies_ticket_inclusion,value_mentions_food_drink,value_indicates_target_audience,experience_specifies_group_size,experience_highlights_time_benefit,experience_specifies_duration,experience_uses_hook_keywords,experience_highlights_unique_access,quality_free_of_errors,quality_uses_appropriate_caps,quality_free_of_contact_info,quality_free_of_price_info,quality_concise_and_scannable,processed,city
"Acropolis, Parthenon & Acropolis Museum Guided Tour",2566,4.8425565,europe,getyourguide,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Athens
Lisbon Surf Experience,629,4.920509,europe,getyourguide,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Lisbon
Lisbon: Portuguese Wine and Cheese Tasting with Lunch,265,4.7320757,europe,getyourguide,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True,Lisbon
Vatican Museums & Sistine Chapel Skip-the-Ticket-Line Tour,10477,4.270402,europe,getyourguide,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Vatican
Lisbon: 2-Hour Pastel de Nata Cooking Class,330,4.757576,europe,getyourguide,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True,Lisbon
Florence: Eco-Friendly Golf Cart City Tour,1057,4.586566,europe,getyourguide,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Florence
Lisbon: Dolphin Watching with Marine Biologist,1392,4.9360633,europe,getyourguide,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Lisbon
Paris: Macaron Class at Galeries Lafayette,810,4.3358026,europe,getyourguide,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Paris
"Cathedral, Giralda & Alcazar Entry With Guided Tour",7725,4.616699,europe,getyourguide,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True,Seville
Egyptian Museum Priority Access Guided Tour,988,4.80668,europe,getyourguide,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,
Bargello Museum Tour,29,4.724138,europe,getyourguide,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,
Easy Access - The Blarney Stone & Castle Gardens Tour,20,4.8,europe,getyourguide,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,
Paris: Seine River Panoramic Views Dinner Cruise,8131,4.131964,europe,getyourguide,True,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,True,True,True,True,Paris
Sólheimajökull Glacier: Guided Hike with Equipment,7,4.714286,europe,getyourguide,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Reykjavik
Fast-Track Book of Kells Ticket & Dublin Castle Tour,1551,4.5306253,europe,getyourguide,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Dublin
Paris: Perfume Creation Workshop,257,4.7315173,europe,getyourguide,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Paris
All Inclusive Whale and Dolphin Watching Luxury Tour,1702,4.9024677,europe,getyourguide,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True,True,True,True,True,True,
Tenerife: Boat Party with Open Bar and DJs,203,4.2561574,europe,getyourguide,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True,Tenerife
Sorrento: Pizza Making Class at Tirabusciò Cooking School,110,4.827273,europe,getyourguide,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Sorrento
Barcelona: Jewish Quarter 2-Hour Walking Tour,308,4.801948,europe,getyourguide,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True,Barcelona
Venice: City Center Historical Guided Walking Tour,852,4.316901,europe,getyourguide,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Venice
"Parthenon, Acropolis and Museum Small Group Tour",776,4.7899485,europe,getyourguide,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True,
Sistine Chapel and Vatican Museums Skip The Line Tickets,268,4.123134,europe,getyourguide,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True,Rome
"Vatican: Gardens, Museums and Sistine Chapel Guided Tour",64,4.171875,europe,getyourguide,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Vatican
Florence: Skip-the-Line Accademia Guided Tour,2296,4.4786587,europe,getyourguide,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Florence
Rome: Colosseum Access and Self-Guided Virtual Reality Tour,814,4.3796067,europe,getyourguide,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True,Rome
La Scala Theatre and Museum Guided Tour,1548,4.6795864,europe,getyourguide,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Milan
Florence: Duomo Complex Guided Tour with Dome Climb & Ticket,54,4.703704,europe,getyourguide,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True,Florence
Albufeira: Jet Ski Rental,357,4.537815,europe,getyourguide,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Albufeira
Madrid: 10 Tapas 2.5-Hour Cooking Class,140,4.785714,europe,getyourguide,True,True,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,True,True,True,True,Madrid
Champagne: Champagne Tasting Class with Lunch,288,4.8993053,europe,getyourguide,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True,
Colosseum: Semi Private Tour with VIP Arena Access,269,4.2156134,europe,getyourguide,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True,Rome
Louvre Museum Guided Tour with Skip-the-Ticket-Line,1210,4.596694,europe,getyourguide,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Paris
Prague: Shooting Range Experience with up to 10 Guns,1081,4.933395,europe,getyourguide,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True,Prague
Fast-Track Milan Cathedral and Terraces Guided Tour,4403,4.6520553,europe,getyourguide,True,True,True,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True,True,Milan
Vienna: Mozart and Strauss Concert in Schoenbrunn,2235,4.475615,europe,getyourguide,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Vienna
Sorrento: Small group kayak tour to Bagni Regina Giovanna,113,4.9115043,europe,getyourguide,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True,Sorrento
Seville: Bullring Guided Tour with a Skip-the-Line Ticket,1105,4.602715,europe,getyourguide,True,True,True,False,False,True,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True,Seville
Paris: Discover Paris by Night in a Vintage Car with a Local,894,4.592841,europe,getyourguide,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True,Paris
Dublin: Afternoon Tea Vintage Bus Tour,1485,4.8208756,europe,getyourguide,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True,Dublin
Last Supper Entry Ticket and Guided Tour,551,4.6061707,europe,getyourguide,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True,
Lagos: 3-Hour Algarve Classic Food Tour,192,4.8385415,europe,getyourguide,True,True,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,True,True,True,True,Lagos
Taormina: Arancino Making Class with Drinks,104,4.6826925,europe,getyourguide,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True,Taormina
Vatican Museum and Sistine Chapel Skip The Line (Fast Track),25,3.84,europe,getyourguide,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Rome
Barcelona: Cocktail Master Class by Mixologist with Tapas,826,4.723971,europe,getyourguide,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,True,True,True,True,True,True,Barcelona
Porto: Delicious Food and Wine Walking Tour,591,4.8104906,europe,getyourguide,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True,True,True,True,True,True,Porto
"Venice Doge's Palace, St Mark's Basilica Terrace, Pala d'Oro",6211,4.4047656,europe,getyourguide,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,Venice
Malaga: Hammam Al Ándalus Entry Ticket with Massage,1789,4.6920066,europe,getyourguide,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True,Malaga
Louvre Museum: Skip-the-Line Small Group Guided Tour,3784,4.553911,europe,getyourguide,True,True,True,False,False,True,True,False,False,False,True,False,False,False,False,True,True,True,True,True,True,Paris
Tenerife: Los Gigantes Whale Watching Cruise by Sail Boat,1789,4.9491334,europe,getyourguide,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Tenerife
Madeira: Private Cristiano Ronaldo Tour with CR7 Museum,103,4.8737864,europe,getyourguide,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True,Madeira
Krakow: Fryderyk Chopin Most Famous Works – Piano Concert,356,4.6235957,europe,getyourguide,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Krakow
Vienna: Classical Concert at Mozart's First House,1607,4.6851277,europe,getyourguide,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Vienna
Barcelona: Catamaran Party Cruise with BBQ Meal,894,4.0223713,europe,getyourguide,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True,Barcelona
Statue of David Evening Tour,383,4.5195823,europe,getyourguide,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True,
Florence: E-Bike Tour with Michelangelo Square,998,4.48497,europe,getyourguide,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Florence
Tenerife: Beginners Scuba Dive Experience in Turtle Area,1285,4.60856,europe,getyourguide,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,True,True,Tenerife
Guided Tour of the Must-Sees of the Louvre Museum,829,4.655006,europe,getyourguide,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Paris
Palace of Holyroodhouse Entry Ticket,3973,4.780267,europe,getyourguide,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True,Edinburgh
Rome: Highlights Bike Tour,643,4.7744946,europe,getyourguide,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,Rome
"Vatican: Museums, Raphael's Rooms & Sistine Chapel Tour",339,4.6873155,europe,getyourguide,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Vatican
Costa Calma: Buggy Safari,438,4.7214613,europe,getyourguide,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Costa Calma
San Gimignano: Lunch or Dinner at a Winery with Wine Tasting,78,4.3717947,europe,getyourguide,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True,San Gimignano
Las Galletas: Whale & Dolphin Tour with Local Skipper,259,4.830116,europe,getyourguide,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Las Galletas
