title,clarity_specifies_location,clarity_specifies_core_activity,clarity_indicates_activity_format,clarity_specifies_key_transport,clarity_indicates_day_trip_origin,value_highlights_access_benefit,value_specifies_guidance,value_specifies_ticket_inclusion,value_mentions_food_drink,value_indicates_target_audience,experience_specifies_group_size,experience_highlights_time_benefit,experience_specifies_duration,experience_uses_hook_keywords,experience_highlights_unique_access,quality_free_of_errors,quality_uses_appropriate_caps,quality_free_of_contact_info,quality_free_of_price_info,quality_concise_and_scannable,processed
Zelazowa Wola: Frederic Chopin Half-Day Private Tour,True,True,True,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,True,True,True
San Antonio: Ripley's Believe It or Not! 4 Attraction Ticket,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True
Unterallgäu: Wiedergeltingen Guided Hike with Huskies,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Tromsø: Arctic Fjords and Reindeer Experience,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
"Basel: Cheese, Chocolate and Pastry Food Tour",True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
"Half Day Tour: El Moez Street, Al Azhar Park and Bazar",True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
"Da Nang: Linh Ung Pagoda, Marble Mountain, and Hoi An Tour",True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
"Paris: Normandy Rouen, Honfleur and Etretat Small-Group Tour",True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
Nassau: Mini Speed Boat and Snorkeling Adventure,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
Hanoi: SAPA - CAT CAT - LAO CHAI 2D1N,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
Fort Pierce: 4-hr Mangroves & Dolphin Watch Sandbar in FL,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
Lisbon: Saint George's Castle Entry & City Self-Guided Tours,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True
Whistler: 2-Hour Evening Zip Line Adventure,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,True,True,True
"CORON: Kayangan Lake, Baracuda Lake and Twin Lagoon, etc.",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
"Beijing: Forbidden City, Tian'anmen Square & Great Wall Trip - $10 cheaper than other options.",True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True
Full Day Around Lake Geneva,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
Hue: Private Car to/from Hoi An via Hai Van Pass & More,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
"Comino: Blue Lagoon, Crystal Lagoon, and Seacaves Tour",True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Taipei: Local Favorite Food Tour in Golden Lane (Full Lunch),True,True,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,True,True,True,True
Explore Hidden Gems,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
"From Cusco: Via Ferrata, Bike Zipline and Rappel",True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
SEMI-GUIDED HIKE TO OLYMPUS SUMMIT,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True,True
Curubande: Simbiosis Spa Volcanic Mud and Coffee Massage,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
From Christchurch: Arthur's Pass Guided Day Trip with Lunch,False,True,True,False,True,False,True,False,True,False,False,False,False,False,False,True,True,True,True,True,True
From Cusco: Inca Jungle Adventure and Trek 3 Days 2 Nights,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
"Paphos: Akamas, Waterfalls & Blue Lagoon of Aphrodite Tour",True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Ubud: Hidden Gems and Waterfalls Private Tour,True,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,True,True,True,True,True
Tokyo Private Tour/English Driver GREEN NUMBER PLATES,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
From Catania: Private Mount Etna Trek,True,True,True,False,True,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
Dammam: Airport Private Transfer to/from City Center,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
1-Way Private Transfer from/to Cesme,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
"Bali: Uluwatu Temple, Kecak Fire Dance, and Beach Tour",True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
From Kandy: Ambuluwawa Full-Day Tour with Local Guide,False,True,True,False,True,False,True,False,False,False,False,False,True,False,False,True,True,True,True,True,True
Roatan: Freestyle Private Tour Plus Local-style Lunch,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,True,True,True,True
From Delhi: Taj Mahal Sunrise Tour with Elephant Conserving,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
"Puerto Vallarta: ATV Rio Cuale, Waterfalls, Tequila Tour",True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
"Punta Cana: Catamaran Party Cruise, Parasailing & Snorkeling",True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Ixtapa-Zihuatanejo: Fishing and Cooking Experience,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Rome: Self-Driven Sightseeing Tour by Vespa,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
From Sofia: Belogradchik Rocks Full-Day Tour,True,True,True,False,True,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
Hue : City Highlights Full Day Tour with Lunch,True,True,True,False,False,False,False,False,True,False,False,False,True,True,False,True,True,True,True,True,True
From Stellenbosch: Stellenbosch Guided Vineyard Walk,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True
"Córdoba: Viana Palace Gardens and Patios Entry Ticket, available on Viator",True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True
From Cody: Full-Day Yellowstone National Park Tour,True,True,True,False,True,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
Sigiriya: Private Kandy Transfer: Visit Dambulla Cave Temple,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
Zihuatanejo: Turtle Release Experience at Playa Blanca,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Top Local Spots to Discover,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
"From Kas: Day Trip to Kekova, Demre and Myra",True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Ho Chi Minh City: Can Gio Biosphere Reserve by Speedboat,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Huaraz : Excursion to Llanganuco Lake,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
"Lisbon: Regaleira, Sintra, Cape Rock & Cascais Day Trip",True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Krabi: Phi Phi Islands Speedboat Tour with Buffet Lunch,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Lucerne: Interlaken & Grindelwald Exclusive Private Day Tour,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
Kampala/Gulu: Traditional African Hut Building & Painting,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Mont Saint-Michel,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Hoi An: Unique Street Food Tour,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
Millionaire's Row Boat Tour,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Voss: Raundal River Guided Canoe Tour,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Agios Nikolaos: Spinalonga and Kolokitha Island Sailing Trip,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Mellieha: Popeye Village Malta Filmset Entry Ticket,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True
Mystical Village & Ancient Burial Tradition Tour,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
Gangwon-do: 10 HR Car Charter Tour,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
Arequipa: 3 Day PRIVATE BIKING TOUR TO COLCA CANYON,True,True,True,True,False,False,False,False,False,False,True,False,True,False,False,True,True,True,True,True,True
From Ouarzazate : 3 Days Desert Tour To Marrakech,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
Caniçal : Madeira Whale Museum Entry ticket,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True
St. Maarten: Kayak & Snorkel Adventure,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
